,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
43,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
44,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1984,1984,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
45,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
46,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
47,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
48,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
49,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
50,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
51,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
52,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
53,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
54,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
55,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
56,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
57,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
58,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
59,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
60,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
61,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
62,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
63,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
64,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
65,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
66,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1972,1972,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
67,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1977,1977,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
68,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1978,1978,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
69,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1979,1979,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
70,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
71,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
72,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
73,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
74,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1984,1984,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
75,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
76,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
77,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
78,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
79,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
80,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
81,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
82,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
83,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
84,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
85,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0.00,,,,,,
86,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
87,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
88,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,,,,,,
89,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0.00,,,,,,
90,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0.00,,,,,,
91,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
92,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0,0.00000,,,,,
93,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0.0,0.00000,,,,,
94,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,,,AUS,Australia,,,,,0.0,0.00000,,,,,
95,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1955,1955,,WPR,Western Pacific,,,,,AUS,Australia,,BTSX,Both sexes,,5774,5774.00000,,,,,
96,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1955,1955,,WPR,Western Pacific,,,,,AUS,Australia,,FMLE,Female,,2495,2495.00000,,,,,
97,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1955,1955,,WPR,Western Pacific,,,,,AUS,Australia,,MLE,Male,,3279,3279.00000,,,,,
98,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1956,1956,,WPR,Western Pacific,,,,,AUS,Australia,,BTSX,Both sexes,,5747,5747.00000,,,,,
99,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1956,1956,,WPR,Western Pacific,,,,,AUS,Australia,,FMLE,Female,,2482,2482.00000,,,,,
100,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1956,1956,,WPR,Western Pacific,,,,,AUS,Australia,,MLE,Male,,3265,3265.00000,,,,,
101,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,WPR,Western Pacific,,,,,AUS,Australia,,BTSX,Both sexes,,5716,5716.00000,,,,,
102,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,WPR,Western Pacific,,,,,AUS,Australia,,FMLE,Female,,2467,2467.00000,,,,,
103,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,WPR,Western Pacific,,,,,AUS,Australia,,MLE,Male,,3249,3249.00000,,,,,
104,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,WPR,Western Pacific,,,,,AUS,Australia,,BTSX,Both sexes,,5676,5676.00000,,,,,
105,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,WPR,Western Pacific,,,,,AUS,Australia,,FMLE,Female,,2446,2446.00000,,,,,
106,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,WPR,Western Pacific,,,,,AUS,Australia,,MLE,Male,,3230,3230.00000,,,,,
107,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,WPR,Western Pacific,,,,,AUS,Australia,,BTSX,Both sexes,,5624,5624.00000,,,,,
108,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,WPR,Western Pacific,,,,,AUS,Australia,,FMLE,Female,,2420,2420.00000,,,,,
109,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,WPR,Western Pacific,,,,,AUS,Australia,,MLE,Male,,3204,3204.00000,,,,,
110,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,WPR,Western Pacific,,,,,AUS,Australia,,BTSX,Both sexes,,5561,5561.00000,,,,,
111,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,WPR,Western Pacific,,,,,AUS,Australia,,FMLE,Female,,2391,2391.00000,,,,,
