,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
61,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,FRA,France,,,,,0,0.00000,,,,,
62,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,FRA,France,,,,,0,0.00000,,,,,
63,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
64,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
65,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
66,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
67,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
68,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
69,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
70,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
71,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
72,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
73,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
74,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
75,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
76,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,FRA,France,,,,,16.67,,,,,,
77,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
78,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
79,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
80,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
81,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
82,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
83,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
84,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
85,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
86,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
87,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
88,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,FRA,France,,,,,0,,,,,,
89,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,FRA,France,,,,,0.00,,,,,,
90,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,FRA,France,,,,,0.0,0.00000,,,,,
91,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,FRA,France,,,,,0,0.00000,,,,,
92,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1955,1955,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,32194,32194.00000,,,,,
93,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1955,1955,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,13835,13835.00000,,,,,
94,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1955,1955,,EUR,Europe,,,,,FRA,France,,MLE,Male,,18359,18359.00000,,,,,
95,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1956,1956,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,29974,29974.00000,,,,,
96,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1956,1956,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,12852,12852.00000,,,,,
97,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1956,1956,,EUR,Europe,,,,,FRA,France,,MLE,Male,,17122,17122.00000,,,,,
98,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,28001,28001.00000,,,,,
99,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,12013,12013.00000,,,,,
100,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,EUR,Europe,,,,,FRA,France,,MLE,Male,,15988,15988.00000,,,,,
101,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,26262,26262.00000,,,,,
102,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,11265,11265.00000,,,,,
103,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,EUR,Europe,,,,,FRA,France,,MLE,Male,,14997,14997.00000,,,,,
104,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,24767,24767.00000,,,,,
105,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,10575,10575.00000,,,,,
106,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,EUR,Europe,,,,,FRA,France,,MLE,Male,,14192,14192.00000,,,,,
107,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,23551,23551.00000,,,,,
108,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,10043,10043.00000,,,,,
109,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,EUR,Europe,,,,,FRA,France,,MLE,Male,,13508,13508.00000,,,,,
110,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,22569,22569.00000,,,,,
111,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,9626,9626.00000,,,,,
112,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,FRA,France,,MLE,Male,,12943,12943.00000,,,,,
113,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,21706,21706.00000,,,,,
114,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,FRA,France,,FMLE,Female,,9224,9224.00000,,,,,
115,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,FRA,France,,MLE,Male,,12482,12482.00000,,,,,
116,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,FRA,France,,BTSX,Both sexes,,20856,20856.00000,,,,,
