,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
10,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1957,1957,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1362,1362.00000,,,,,
11,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,2266,2266.00000,,,,,
12,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,959,959.00000,,,,,
13,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1307,1307.00000,,,,,
14,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,2178,2178.00000,,,,,
15,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,921,921.00000,,,,,
16,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1257,1257.00000,,,,,
17,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,2092,2092.00000,,,,,
18,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,885,885.00000,,,,,
19,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1207,1207.00000,,,,,
20,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,2011,2011.00000,,,,,
21,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,853,853.00000,,,,,
22,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1158,1158.00000,,,,,
23,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1943,1943.00000,,,,,
24,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,825,825.00000,,,,,
25,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1118,1118.00000,,,,,
26,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1877,1877.00000,,,,,
27,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,798,798.00000,,,,,
28,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1079,1079.00000,,,,,
29,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1805,1805.00000,,,,,
30,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,769,769.00000,,,,,
31,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,1036,1036.00000,,,,,
32,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1724,1724.00000,,,,,
33,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,735,735.00000,,,,,
34,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,989,989.00000,,,,,
35,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1639,1639.00000,,,,,
36,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,700,700.00000,,,,,
37,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,939,939.00000,,,,,
38,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1557,1557.00000,,,,,
39,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,666,666.00000,,,,,
40,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,891,891.00000,,,,,
41,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1489,1489.00000,,,,,
42,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,638,638.00000,,,,,
43,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,851,851.00000,,,,,
44,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1445,1445.00000,,,,,
45,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,620,620.00000,,,,,
46,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,825,825.00000,,,,,
47,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1427,1427.00000,,,,,
48,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,612,612.00000,,,,,
49,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,815,815.00000,,,,,
50,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1429,1429.00000,,,,,
51,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,612,612.00000,,,,,
52,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,817,817.00000,,,,,
53,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1441,1441.00000,,,,,
54,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,616,616.00000,,,,,
55,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,825,825.00000,,,,,
56,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1451,1451.00000,,,,,
57,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,620,620.00000,,,,,
58,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,831,831.00000,,,,,
59,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1447,1447.00000,,,,,
60,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,619,619.00000,,,,,
61,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,828,828.00000,,,,,
62,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1421,1421.00000,,,,,
63,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,609,609.00000,,,,,
64,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,812,812.00000,,,,,
65,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1371,1371.00000,,,,,
66,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,588,588.00000,,,,,
67,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,783,783.00000,,,,,
68,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1302,1302.00000,,,,,
69,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,559,559.00000,,,,,
70,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,743,743.00000,,,,,
71,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1219,1219.00000,,,,,
72,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,524,524.00000,,,,,
73,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,695,695.00000,,,,,
74,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1127,1127.00000,,,,,
75,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,484,484.00000,,,,,
76,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,643,643.00000,,,,,
77,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,1033,1033.00000,,,,,
78,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,444,444.00000,,,,,
79,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,589,589.00000,,,,,
80,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,946,946.00000,,,,,
81,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,407,407.00000,,,,,
82,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,539,539.00000,,,,,
83,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,872,872.00000,,,,,
84,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,376,376.00000,,,,,
85,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,496,496.00000,,,,,
86,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,808,808.00000,,,,,
87,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,348,348.00000,,,,,
88,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,460,460.00000,,,,,
89,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,751,751.00000,,,,,
90,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,324,324.00000,,,,,
91,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,427,427.00000,,,,,
92,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,699,699.00000,,,,,
93,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,301,301.00000,,,,,
94,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,398,398.00000,,,,,
95,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,653,653.00000,,,,,
96,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,281,281.00000,,,,,
97,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,372,372.00000,,,,,
98,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,613,613.00000,,,,,
99,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,264,264.00000,,,,,
100,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,349,349.00000,,,,,
101,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,575,575.00000,,,,,
102,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,248,248.00000,,,,,
103,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,327,327.00000,,,,,
104,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,536,536.00000,,,,,
105,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,230,230.00000,,,,,
106,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,306,306.00000,,,,,
107,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,493,493.00000,,,,,
108,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,IRL,Ireland,,FMLE,Female,,212,212.00000,,,,,
109,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,IRL,Ireland,,MLE,Male,,281,281.00000,,,,,
110,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,IRL,Ireland,,BTSX,Both sexes,,451,451.00000,,,,,
