,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
25,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,12487,12487.00000,,,,,
26,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,21752,21752.00000,,,,,
27,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,9881,9881.00000,,,,,
28,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,11871,11871.00000,,,,,
29,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,20259,20259.00000,,,,,
30,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,9188,9188.00000,,,,,
31,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,11071,11071.00000,,,,,
32,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,18737,18737.00000,,,,,
33,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,8470,8470.00000,,,,,
34,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,10267,10267.00000,,,,,
35,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,17392,17392.00000,,,,,
36,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,7813,7813.00000,,,,,
37,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,9579,9579.00000,,,,,
38,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,16279,16279.00000,,,,,
39,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,7288,7288.00000,,,,,
40,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,8991,8991.00000,,,,,
41,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,15391,15391.00000,,,,,
42,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,6878,6878.00000,,,,,
43,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,8513,8513.00000,,,,,
44,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,14641,14641.00000,,,,,
45,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,6535,6535.00000,,,,,
46,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,8106,8106.00000,,,,,
47,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,13816,13816.00000,,,,,
48,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,6153,6153.00000,,,,,
49,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,7663,7663.00000,,,,,
50,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,12771,12771.00000,,,,,
51,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,5666,5666.00000,,,,,
52,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,7105,7105.00000,,,,,
53,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,11591,11591.00000,,,,,
54,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,5106,5106.00000,,,,,
55,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,6485,6485.00000,,,,,
56,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,10439,10439.00000,,,,,
57,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,4575,4575.00000,,,,,
58,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,5864,5864.00000,,,,,
59,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,9393,9393.00000,,,,,
60,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,4100,4100.00000,,,,,
61,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,5293,5293.00000,,,,,
62,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,8451,8451.00000,,,,,
63,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,3664,3664.00000,,,,,
64,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,4787,4787.00000,,,,,
65,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,7600,7600.00000,,,,,
66,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,3275,3275.00000,,,,,
67,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,4325,4325.00000,,,,,
68,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,6825,6825.00000,,,,,
69,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,2925,2925.00000,,,,,
70,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,3900,3900.00000,,,,,
71,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,6121,6121.00000,,,,,
72,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,2610,2610.00000,,,,,
73,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,3511,3511.00000,,,,,
74,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,5488,5488.00000,,,,,
75,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,2343,2343.00000,,,,,
76,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,3145,3145.00000,,,,,
77,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,4936,4936.00000,,,,,
78,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,2104,2104.00000,,,,,
79,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,2832,2832.00000,,,,,
80,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,4467,4467.00000,,,,,
81,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1906,1906.00000,,,,,
82,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,2561,2561.00000,,,,,
83,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,4060,4060.00000,,,,,
84,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1737,1737.00000,,,,,
85,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,2323,2323.00000,,,,,
86,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,3690,3690.00000,,,,,
87,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1578,1578.00000,,,,,
88,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,2112,2112.00000,,,,,
89,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,3347,3347.00000,,,,,
90,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1433,1433.00000,,,,,
91,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1914,1914.00000,,,,,
92,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,3036,3036.00000,,,,,
93,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1298,1298.00000,,,,,
94,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1738,1738.00000,,,,,
95,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,2760,2760.00000,,,,,
96,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1180,1180.00000,,,,,
97,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1580,1580.00000,,,,,
98,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,2511,2511.00000,,,,,
99,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,1074,1074.00000,,,,,
100,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1437,1437.00000,,,,,
101,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,2283,2283.00000,,,,,
102,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,979,979.00000,,,,,
103,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1304,1304.00000,,,,,
104,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,2071,2071.00000,,,,,
105,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,889,889.00000,,,,,
106,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1182,1182.00000,,,,,
107,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,1876,1876.00000,,,,,
108,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,PRT,Portugal,,FMLE,Female,,806,806.00000,,,,,
109,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,PRT,Portugal,,MLE,Male,,1070,1070.00000,,,,,
110,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,PRT,Portugal,,BTSX,Both sexes,,1700,1700.00000,,,,,
