,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
12,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,57,57.00000,,,,,
13,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,98,98.00000,,,,,
14,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,43,43.00000,,,,,
15,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,55,55.00000,,,,,
16,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,96,96.00000,,,,,
17,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,41,41.00000,,,,,
18,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,55,55.00000,,,,,
19,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,92,92.00000,,,,,
20,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,40,40.00000,,,,,
21,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,52,52.00000,,,,,
22,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,89,89.00000,,,,,
23,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,38,38.00000,,,,,
24,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,51,51.00000,,,,,
25,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,84,84.00000,,,,,
26,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,37,37.00000,,,,,
27,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,47,47.00000,,,,,
28,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,80,80.00000,,,,,
29,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,35,35.00000,,,,,
30,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,45,45.00000,,,,,
31,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,77,77.00000,,,,,
32,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,33,33.00000,,,,,
33,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,44,44.00000,,,,,
34,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,73,73.00000,,,,,
35,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,32,32.00000,,,,,
36,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,41,41.00000,,,,,
37,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,70,70.00000,,,,,
38,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,30,30.00000,,,,,
39,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,40,40.00000,,,,,
40,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,67,67.00000,,,,,
41,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,29,29.00000,,,,,
42,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,38,38.00000,,,,,
43,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,65,65.00000,,,,,
44,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,28,28.00000,,,,,
45,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,37,37.00000,,,,,
46,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,62,62.00000,,,,,
47,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,27,27.00000,,,,,
48,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,35,35.00000,,,,,
49,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,59,59.00000,,,,,
50,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,26,26.00000,,,,,
51,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,33,33.00000,,,,,
52,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,56,56.00000,,,,,
53,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,24,24.00000,,,,,
54,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,32,32.00000,,,,,
55,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,53,53.00000,,,,,
56,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,23,23.00000,,,,,
57,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,30,30.00000,,,,,
58,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,50,50.00000,,,,,
59,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,22,22.00000,,,,,
60,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,28,28.00000,,,,,
61,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,47,47.00000,,,,,
62,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,20,20.00000,,,,,
63,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,27,27.00000,,,,,
64,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,44,44.00000,,,,,
65,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,19,19.00000,,,,,
66,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,25,25.00000,,,,,
67,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,41,41.00000,,,,,
68,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,18,18.00000,,,,,
69,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,23,23.00000,,,,,
70,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,39,39.00000,,,,,
71,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,17,17.00000,,,,,
72,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,22,22.00000,,,,,
73,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,37,37.00000,,,,,
74,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,16,16.00000,,,,,
75,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,21,21.00000,,,,,
76,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,35,35.00000,,,,,
77,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,15,15.00000,,,,,
78,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,20,20.00000,,,,,
79,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,34,34.00000,,,,,
80,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,15,15.00000,,,,,
81,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,19,19.00000,,,,,
82,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,32,32.00000,,,,,
83,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,14,14.00000,,,,,
84,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,18,18.00000,,,,,
85,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,31,31.00000,,,,,
86,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,14,14.00000,,,,,
87,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,17,17.00000,,,,,
88,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,30,30.00000,,,,,
89,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,13,13.00000,,,,,
90,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,17,17.00000,,,,,
91,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,29,29.00000,,,,,
92,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,13,13.00000,,,,,
93,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,16,16.00000,,,,,
94,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,29,29.00000,,,,,
95,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,13,13.00000,,,,,
96,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,16,16.00000,,,,,
97,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,28,28.00000,,,,,
98,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,12,12.00000,,,,,
99,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,16,16.00000,,,,,
100,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,27,27.00000,,,,,
101,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,12,12.00000,,,,,
102,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,15,15.00000,,,,,
103,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,26,26.00000,,,,,
104,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,12,12.00000,,,,,
105,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,14,14.00000,,,,,
106,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,25,25.00000,,,,,
107,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,11,11.00000,,,,,
108,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,14,14.00000,,,,,
109,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,24,24.00000,,,,,
110,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,11,11.00000,,,,,
111,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,13,13.00000,,,,,
112,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,23,23.00000,,,,,
113,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,ISL,Iceland,,FMLE,Female,,10,10.00000,,,,,
114,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,ISL,Iceland,,MLE,Male,,13,13.00000,,,,,
115,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,,,ISL,Iceland,,BTSX,Both sexes,,22,22.00000,,,,,
