,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
10,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1972,1972,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,1,1.00000,,,,,
11,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
12,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
13,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
14,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
15,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
16,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
17,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,0.00000,,,,,
18,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1972,1972,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,33.33,,,,,,
19,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
20,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
21,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
22,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
23,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
24,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
25,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,,,NZL,New Zealand,,,,,0,,,,,,
26,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1955,1955,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1708,1708.00000,,,,,
27,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1955,1955,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,732,732.00000,,,,,
28,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1955,1955,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,976,976.00000,,,,,
29,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1956,1956,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1721,1721.00000,,,,,
30,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1956,1956,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,738,738.00000,,,,,
31,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1956,1956,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,983,983.00000,,,,,
32,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1957,1957,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1730,1730.00000,,,,,
33,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1957,1957,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,741,741.00000,,,,,
34,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1957,1957,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,989,989.00000,,,,,
35,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1958,1958,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1728,1728.00000,,,,,
36,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1958,1958,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,741,741.00000,,,,,
37,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1958,1958,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,987,987.00000,,,,,
38,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1959,1959,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1713,1713.00000,,,,,
39,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1959,1959,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,733,733.00000,,,,,
40,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1959,1959,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,980,980.00000,,,,,
41,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1960,1960,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1681,1681.00000,,,,,
42,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1960,1960,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,718,718.00000,,,,,
43,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1960,1960,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,963,963.00000,,,,,
44,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1961,1961,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1634,1634.00000,,,,,
45,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1961,1961,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,695,695.00000,,,,,
46,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1961,1961,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,939,939.00000,,,,,
47,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1578,1578.00000,,,,,
48,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,669,669.00000,,,,,
49,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,909,909.00000,,,,,
50,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1521,1521.00000,,,,,
51,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,644,644.00000,,,,,
52,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,877,877.00000,,,,,
53,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1469,1469.00000,,,,,
54,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,621,621.00000,,,,,
55,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,848,848.00000,,,,,
56,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1425,1425.00000,,,,,
57,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,602,602.00000,,,,,
58,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,823,823.00000,,,,,
59,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1966,1966,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1391,1391.00000,,,,,
60,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1966,1966,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,587,587.00000,,,,,
61,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1966,1966,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,804,804.00000,,,,,
62,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1364,1364.00000,,,,,
63,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,576,576.00000,,,,,
64,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,788,788.00000,,,,,
65,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1968,1968,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1341,1341.00000,,,,,
66,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1968,1968,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,567,567.00000,,,,,
67,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1968,1968,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,774,774.00000,,,,,
68,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1319,1319.00000,,,,,
69,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,558,558.00000,,,,,
70,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,761,761.00000,,,,,
71,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1295,1295.00000,,,,,
72,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,548,548.00000,,,,,
73,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,747,747.00000,,,,,
74,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1266,1266.00000,,,,,
75,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,536,536.00000,,,,,
76,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,730,730.00000,,,,,
77,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1230,1230.00000,,,,,
78,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,520,520.00000,,,,,
79,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,710,710.00000,,,,,
80,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1186,1186.00000,,,,,
81,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,501,501.00000,,,,,
82,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,685,685.00000,,,,,
83,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1134,1134.00000,,,,,
84,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,479,479.00000,,,,,
85,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,655,655.00000,,,,,
86,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1077,1077.00000,,,,,
87,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,455,455.00000,,,,,
88,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1975,1975,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,622,622.00000,,,,,
89,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,1015,1015.00000,,,,,
90,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,429,429.00000,,,,,
91,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,586,586.00000,,,,,
92,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,953,953.00000,,,,,
93,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,403,403.00000,,,,,
94,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1977,1977,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,550,550.00000,,,,,
95,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,896,896.00000,,,,,
96,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,379,379.00000,,,,,
97,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,517,517.00000,,,,,
98,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,846,846.00000,,,,,
99,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,358,358.00000,,,,,
100,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,488,488.00000,,,,,
101,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,806,806.00000,,,,,
102,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,342,342.00000,,,,,
103,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,464,464.00000,,,,,
104,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,775,775.00000,,,,,
105,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,330,330.00000,,,,,
106,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,445,445.00000,,,,,
107,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,753,753.00000,,,,,
108,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,320,320.00000,,,,,
109,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,,,,NZL,New Zealand,,MLE,Male,,433,433.00000,,,,,
110,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,,,,NZL,New Zealand,,BTSX,Both sexes,,738,738.00000,,,,,
111,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,,,,NZL,New Zealand,,FMLE,Female,,314,314.00000,,,,,
